Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Fold,Oversampler,Variant,SVM,Sampler_Status,Sampler_Detail,Majority_Before,Minority_Before,Majority_After,Minority_After,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Generated_ms,Time_per_Instance_ms
Blood-transfusion,blood-transfusion-service-center,1464,748,4,3.2022,Low,Features <= 10,1,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,456,143,456,161,18,18,0,18,0.0092,0.5101,0.5101
Blood-transfusion,blood-transfusion-service-center,1464,748,4,3.2022,Low,Features <= 10,1,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,456,143,456,152,9,9,0,9,0.0274,3.0402,3.0402
Blood-transfusion,blood-transfusion-service-center,1464,748,4,3.2022,Low,Features <= 10,1,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,456,143,319,158,15,15,137,-122,0.0339,2.2614,2.2614
Blood-transfusion,blood-transfusion-service-center,1464,748,4,3.2022,Low,Features <= 10,1,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,456,143,319,158,15,15,137,-122,0.0419,2.7931,2.7931
Blood-transfusion,blood-transfusion-service-center,1464,748,4,3.2022,Low,Features <= 10,1,5,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,456,143,341,319,176,176,115,61,0.0352,0.1998,0.1998
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,None,None,--,not_applied,baseline_no_resampling,3663,208,3663,208,0,0,0,0,0.0014,,
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,SMOTE,Baseline,--,success,fit_resample,3663,208,3663,3663,3455,3455,0,3455,0.004,0.0011,0.0011
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,ADASYN,Baseline,--,success,fit_resample,3663,208,3679,3663,3455,3455,0,3471,0.0155,0.0045,0.0045
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,BorderlineSMOTE,Baseline,--,success,fit_resample,3663,208,3663,3663,3455,3455,0,3455,0.0158,0.0046,0.0046
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",3663,208,3667,3663,3455,3455,0,3459,0.0292,0.0085,0.0085
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,SVMSMOTE,Baseline,--,success,fit_resample,3663,208,3663,3663,3455,3455,0,3455,0.0746,0.0216,0.0216
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,3663,208,2976,488,280,280,687,-407,0.1048,0.3741,0.3741
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,3663,208,2976,348,140,140,687,-547,0.2178,1.5554,1.5554
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,3663,208,3663,556,348,348,0,348,0.015,0.0432,0.0432
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,3663,208,3663,382,174,174,0,174,0.1399,0.8039,0.8039
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,3663,208,2976,229,21,21,687,-666,0.0938,4.4684,4.4684
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,3663,208,2976,219,11,11,687,-676,0.146,13.2682,13.2682
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,1,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,3663,208,3003,2976,2768,2768,660,2108,0.6894,0.2491,0.2491
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,None,None,--,not_applied,baseline_no_resampling,3662,209,3662,209,0,0,0,0,0.0015,,
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,SMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.004,0.0012,0.0012
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,ADASYN,Baseline,--,success,fit_resample,3662,209,3681,3662,3453,3453,0,3472,0.0158,0.0046,0.0046
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,BorderlineSMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0095,0.0028,0.0028
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",3662,209,3666,3662,3453,3453,0,3457,0.0333,0.0097,0.0097
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,SVMSMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0802,0.0232,0.0232
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,3662,209,2946,488,279,279,716,-437,1.542,5.5268,5.5268
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,3662,209,2946,349,140,140,716,-576,0.9973,7.1233,7.1233
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,3662,209,3662,557,348,348,0,348,0.0154,0.0443,0.0443
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,3662,209,3662,383,174,174,0,174,0.1659,0.9534,0.9534
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,3662,209,2946,230,21,21,716,-695,0.1442,6.8661,6.8661
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,3662,209,2946,220,11,11,716,-705,0.1768,16.0733,16.0733
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,2,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,3662,209,2999,2946,2737,2737,663,2074,0.12,0.0439,0.0439
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,None,None,--,not_applied,baseline_no_resampling,3662,209,3662,209,0,0,0,0,0.0009,,
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,SMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0053,0.0015,0.0015
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,ADASYN,Baseline,--,success,fit_resample,3662,209,3668,3662,3453,3453,0,3459,0.0092,0.0027,0.0027
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,BorderlineSMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0202,0.0059,0.0059
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",3662,209,3667,3662,3453,3453,0,3458,0.0315,0.0091,0.0091
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,SVMSMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0734,0.0213,0.0213
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,3662,209,2942,487,278,278,720,-442,0.1278,0.4598,0.4598
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,3662,209,2942,348,139,139,720,-581,0.2595,1.8668,1.8668
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,3662,209,3662,555,346,346,0,346,0.0143,0.0413,0.0413
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,3662,209,3662,382,173,173,0,173,0.1478,0.8544,0.8544
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,3662,209,2942,230,21,21,720,-699,0.1543,7.3489,7.3489
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,3662,209,2942,220,11,11,720,-709,0.1894,17.2224,17.2224
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,3,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,3662,209,2986,2942,2733,2733,676,2057,1.5607,0.571,0.571
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,None,None,--,not_applied,baseline_no_resampling,3662,209,3662,209,0,0,0,0,0.0008,,
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,SMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0041,0.0012,0.0012
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,ADASYN,Baseline,--,success,fit_resample,3662,209,3664,3662,3453,3453,0,3455,0.0094,0.0027,0.0027
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,BorderlineSMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.0163,0.0047,0.0047
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",3662,209,3666,3662,3453,3453,0,3457,0.0356,0.0103,0.0103
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,SVMSMOTE,Baseline,--,success,fit_resample,3662,209,3662,3662,3453,3453,0,3453,0.1304,0.0378,0.0378
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,3662,209,2944,482,273,273,718,-445,0.1129,0.4136,0.4136
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,3662,209,2944,346,137,137,718,-581,0.218,1.5914,1.5914
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,3662,209,3662,555,346,346,0,346,0.014,0.0403,0.0403
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,3662,209,3662,382,173,173,0,173,0.1395,0.8061,0.8061
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,3662,209,2944,230,21,21,718,-697,0.1116,5.3148,5.3148
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,3662,209,2944,220,11,11,718,-707,0.2017,18.338,18.338
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,4,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,3662,209,2944,2934,2725,2725,718,2007,0.1158,0.0425,0.0425
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,None,None,--,not_applied,baseline_no_resampling,3663,209,3663,209,0,0,0,0,0.0009,,
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,SMOTE,Baseline,--,success,fit_resample,3663,209,3663,3663,3454,3454,0,3454,0.0041,0.0012,0.0012
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,ADASYN,Baseline,--,success,fit_resample,3663,209,3670,3663,3454,3454,0,3461,0.016,0.0046,0.0046
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,BorderlineSMOTE,Baseline,--,success,fit_resample,3663,209,3663,3663,3454,3454,0,3454,0.0181,0.0052,0.0052
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",3663,209,3666,3663,3454,3454,0,3457,0.0346,0.01,0.01
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,SVMSMOTE,Baseline,--,success,fit_resample,3663,209,3663,3663,3454,3454,0,3454,0.074,0.0214,0.0214
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,3663,209,2923,484,275,275,740,-465,0.117,0.4255,0.4255
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,3663,209,2923,347,138,138,740,-602,0.2181,1.5806,1.5806
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,3663,209,3663,556,347,347,0,347,0.0164,0.0472,0.0472
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,3663,209,3663,383,174,174,0,174,0.1362,0.7826,0.7826
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,3663,209,2923,230,21,21,740,-719,0.102,4.8561,4.8561
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,3663,209,2923,220,11,11,740,-729,1.2321,112.0134,112.0134
Wilt,wilt,40983,4839,5,17.5402,Medium,Features <= 10,1,5,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,3663,209,2958,2923,2714,2714,705,2009,0.5468,0.2015,0.2015
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,None,None,--,not_applied,baseline_no_resampling,239,113,239,113,0,0,0,0,0.0009,,
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,SMOTE,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0034,0.0272,0.0272
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,ADASYN,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0046,0.0364,0.0364
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,BorderlineSMOTE,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0045,0.036,0.036
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",239,113,241,239,126,126,0,128,0.0153,0.1217,0.1217
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,SVMSMOTE,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0096,0.0765,0.0765
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,239,113,181,121,8,8,58,-50,0.0362,4.5239,4.5239
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,239,113,181,135,22,22,58,-36,0.0386,1.7536,1.7536
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,239,113,239,120,7,7,0,7,0.0076,1.0813,1.0813
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,239,113,239,151,38,38,0,38,0.0099,0.2602,0.2602
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,239,113,181,125,12,12,58,-46,0.0352,2.9375,2.9375
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,239,113,181,124,11,11,58,-47,0.0337,3.0673,3.0673
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,1,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,239,113,184,181,68,68,55,13,0.0421,0.6186,0.6186
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,None,None,--,not_applied,baseline_no_resampling,239,113,239,113,0,0,0,0,0.0009,,
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,SMOTE,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0033,0.0259,0.0259
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,ADASYN,Baseline,--,success,fit_resample,239,113,247,239,126,126,0,134,0.0047,0.0375,0.0375
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,BorderlineSMOTE,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0048,0.0381,0.0381
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",239,113,241,239,126,126,0,128,0.0124,0.0982,0.0982
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,SVMSMOTE,Baseline,--,success,fit_resample,239,113,239,239,126,126,0,126,0.0102,0.0811,0.0811
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,239,113,183,121,8,8,56,-48,0.0375,4.6834,4.6834
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,239,113,183,139,26,26,56,-30,0.0515,1.9796,1.9796
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,239,113,239,122,9,9,0,9,0.0076,0.8461,0.8461
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,239,113,239,149,36,36,0,36,0.0112,0.312,0.312
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,239,113,183,114,1,1,56,-55,0.0316,31.59,31.59
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,239,113,183,136,23,23,56,-33,0.0365,1.5851,1.5851
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,2,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,239,113,185,183,70,70,54,16,0.0343,0.4906,0.4906
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,None,None,--,not_applied,baseline_no_resampling,238,114,238,114,0,0,0,0,0.0009,,
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,SMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0032,0.0256,0.0256
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,ADASYN,Baseline,--,success,fit_resample,238,114,238,236,122,122,0,122,0.0047,0.0389,0.0389
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,BorderlineSMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0046,0.0372,0.0372
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",238,114,239,238,124,124,0,125,0.0129,0.1043,0.1043
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,SVMSMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0108,0.0872,0.0872
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,238,114,189,121,7,7,49,-42,0.0347,4.964,4.964
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,238,114,189,133,19,19,49,-30,0.0693,3.6468,3.6468
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,238,114,238,118,4,4,0,4,0.0121,3.0307,3.0307
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,238,114,238,146,32,32,0,32,0.0184,0.5765,0.5765
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,238,114,189,115,1,1,49,-48,0.1323,132.3106,132.3106
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,238,114,189,134,20,20,49,-29,0.1174,5.8715,5.8715
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,3,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,238,114,189,183,69,69,49,20,0.1406,2.0384,2.0384
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,None,None,--,not_applied,baseline_no_resampling,238,114,238,114,0,0,0,0,0.0015,,
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,SMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0048,0.0384,0.0384
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,ADASYN,Baseline,--,success,fit_resample,238,114,248,238,124,124,0,134,0.007,0.0568,0.0568
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,BorderlineSMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0093,0.0748,0.0748
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",238,114,238,238,124,124,0,124,0.0108,0.0872,0.0872
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,SVMSMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0103,0.0832,0.0832
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,238,114,185,122,8,8,53,-45,0.0351,4.3926,4.3926
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,238,114,185,132,18,18,53,-35,0.0394,2.1895,2.1895
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,238,114,238,119,5,5,0,5,0.0077,1.5369,1.5369
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,238,114,238,149,35,35,0,35,0.0121,0.3468,0.3468
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,238,114,185,115,1,1,53,-52,0.0315,31.4713,31.4713
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,238,114,185,134,20,20,53,-33,0.0354,1.7708,1.7708
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,4,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,238,114,191,185,71,71,47,24,0.0347,0.4882,0.4882
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,None,None,--,not_applied,baseline_no_resampling,238,114,238,114,0,0,0,0,0.0015,,
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,SMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0039,0.0316,0.0316
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,ADASYN,Baseline,--,success,fit_resample,238,114,241,238,124,124,0,127,0.0055,0.044,0.044
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,BorderlineSMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.0054,0.0435,0.0435
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",238,114,239,238,124,124,0,125,0.0132,0.1063,0.1063
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,SVMSMOTE,Baseline,--,success,fit_resample,238,114,238,238,124,124,0,124,0.013,0.1047,0.1047
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,238,114,193,122,8,8,45,-37,0.0364,4.5501,4.5501
