Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Fold,Oversampler,Variant,SVM,Sampler_Status,Sampler_Detail,Majority_Before,Minority_Before,Majority_After,Minority_After,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Generated_ms,Time_per_Instance_ms
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,238,114,193,136,22,22,45,-23,0.0446,2.0271,2.0271
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,238,114,238,122,8,8,0,8,0.0088,1.095,1.095
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,238,114,238,148,34,34,0,34,0.0114,0.3354,0.3354
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,238,114,193,126,12,12,45,-33,0.03,2.5004,2.5004
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,238,114,193,133,19,19,45,-26,0.0489,2.5726,2.5726
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,5,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,238,114,193,192,78,78,45,33,0.0312,0.4005,0.4005
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,None,None,--,not_applied,baseline_no_resampling,13007,1311,13007,1311,0,0,0,0,0.0009,,
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,SMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.027,0.0023,0.0023
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,ADASYN,Baseline,--,success,fit_resample,13007,1311,13052,13007,11696,11696,0,11741,0.0439,0.0038,0.0038
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,BorderlineSMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.0422,0.0036,0.0036
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",13007,1311,13008,13007,11696,11696,0,11697,0.0534,0.0046,0.0046
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,SVMSMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.5939,0.0508,0.0508
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,13007,1311,10351,2214,903,903,2656,-1753,1.0328,1.1437,1.1437
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,13007,1311,10351,2013,702,702,2656,-1954,3.4422,4.9033,4.9033
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,13007,1311,13007,1566,255,255,0,255,0.0625,0.2453,0.2453
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,13007,1311,13007,2314,1003,1003,0,1003,1.1009,1.0976,1.0976
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,13007,1311,10351,1492,181,181,2656,-2475,1.0066,5.5613,5.5613
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,13007,1311,10351,1338,27,27,2656,-2629,1.2095,44.796,44.796
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,1,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,13007,1311,10351,10341,9030,9030,2656,6374,2.7082,0.2999,0.2999
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,None,None,--,not_applied,baseline_no_resampling,13007,1311,13007,1311,0,0,0,0,0.0009,,
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,SMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.0222,0.0019,0.0019
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,ADASYN,Baseline,--,success,fit_resample,13007,1311,13080,13007,11696,11696,0,11769,0.0431,0.0037,0.0037
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,BorderlineSMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.0407,0.0035,0.0035
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",13007,1311,13008,13007,11696,11696,0,11697,0.7643,0.0653,0.0653
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,SVMSMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.5626,0.0481,0.0481
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,13007,1311,10412,2220,909,909,2595,-1686,1.1774,1.2953,1.2953
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,13007,1311,10412,1904,593,593,2595,-2002,1.7591,2.9665,2.9665
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,13007,1311,13007,1819,508,508,0,508,0.0628,0.1235,0.1235
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,13007,1311,13007,2306,995,995,0,995,1.0727,1.0781,1.0781
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,13007,1311,10412,1480,169,169,2595,-2426,2.0759,12.2834,12.2834
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,13007,1311,10412,1334,23,23,2595,-2572,1.4686,63.8539,63.8539
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,2,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,13007,1311,10412,10395,9084,9084,2595,6489,1.6656,0.1834,0.1834
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,None,None,--,not_applied,baseline_no_resampling,13007,1311,13007,1311,0,0,0,0,0.001,,
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,SMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.0153,0.0013,0.0013
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,ADASYN,Baseline,--,success,fit_resample,13007,1311,13007,13006,11695,11695,0,11695,0.0431,0.0037,0.0037
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,BorderlineSMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.0413,0.0035,0.0035
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",13007,1311,13008,13007,11696,11696,0,11697,0.0803,0.0069,0.0069
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,SVMSMOTE,Baseline,--,success,fit_resample,13007,1311,13007,13007,11696,11696,0,11696,0.5842,0.0499,0.0499
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,13007,1311,10381,2218,907,907,2626,-1719,1.0118,1.1156,1.1156
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,13007,1311,10381,1943,632,632,2626,-1994,1.7896,2.8317,2.8317
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,13007,1311,13007,1745,434,434,0,434,0.102,0.2351,0.2351
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,13007,1311,13007,2278,967,967,0,967,1.1195,1.1577,1.1577
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,13007,1311,10381,1499,188,188,2626,-2438,1.4631,7.7826,7.7826
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,13007,1311,10381,1339,28,28,2626,-2598,1.3455,48.053,48.053
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,3,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,13007,1311,10381,10378,9067,9067,2626,6441,1.1939,0.1317,0.1317
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,None,None,--,not_applied,baseline_no_resampling,13007,1312,13007,1312,0,0,0,0,0.0009,,
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,SMOTE,Baseline,--,success,fit_resample,13007,1312,13007,13007,11695,11695,0,11695,0.0158,0.0014,0.0014
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,ADASYN,Baseline,--,success,fit_resample,13007,1312,13007,12932,11620,11620,0,11620,0.0433,0.0037,0.0037
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,BorderlineSMOTE,Baseline,--,success,fit_resample,13007,1312,13007,13007,11695,11695,0,11695,0.0645,0.0055,0.0055
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",13007,1312,13008,13007,11695,11695,0,11696,0.0462,0.004,0.004
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,SVMSMOTE,Baseline,--,success,fit_resample,13007,1312,13007,13007,11695,11695,0,11695,0.5459,0.0467,0.0467
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,13007,1312,10428,2218,906,906,2579,-1673,2.7023,2.9827,2.9827
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,13007,1312,10428,2177,865,865,2579,-1714,1.761,2.0358,2.0358
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,13007,1312,13007,1756,444,444,0,444,0.0621,0.1398,0.1398
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,13007,1312,13007,2604,1292,1292,0,1292,1.0257,0.7939,0.7939
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,13007,1312,10428,1493,181,181,2579,-2398,1.0482,5.7909,5.7909
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,13007,1312,10428,1341,29,29,2579,-2550,3.3566,115.7434,115.7434
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,4,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,13007,1312,10428,10371,9059,9059,2579,6480,1.1616,0.1282,0.1282
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,None,None,--,not_applied,baseline_no_resampling,13008,1311,13008,1311,0,0,0,0,0.0015,,
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,SMOTE,Baseline,--,success,fit_resample,13008,1311,13008,13008,11697,11697,0,11697,0.0145,0.0012,0.0012
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,ADASYN,Baseline,--,success,fit_resample,13008,1311,13028,13008,11697,11697,0,11717,0.0777,0.0066,0.0066
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,BorderlineSMOTE,Baseline,--,success,fit_resample,13008,1311,13008,13008,11697,11697,0,11697,0.0407,0.0035,0.0035
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",13008,1311,13009,13008,11697,11697,0,11698,0.0455,0.0039,0.0039
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,SVMSMOTE,Baseline,--,success,fit_resample,13008,1311,13008,13008,11697,11697,0,11697,0.9568,0.0818,0.0818
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,13008,1311,10378,2221,910,910,2630,-1720,1.3096,1.4391,1.4391
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,13008,1311,10378,1900,589,589,2630,-2041,1.7652,2.9969,2.9969
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,13008,1311,13008,1890,579,579,0,579,0.0658,0.1136,0.1136
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,13008,1311,13008,2331,1020,1020,0,1020,1.8991,1.8619,1.8619
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,13008,1311,10378,1508,197,197,2630,-2433,1.0359,5.2586,5.2586
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,13008,1311,10378,1337,26,26,2630,-2604,3.467,133.347,133.347
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,5,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,13008,1311,10407,10378,9067,9067,2601,6466,1.0553,0.1164,0.1164
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,None,None,--,not_applied,baseline_no_resampling,8738,208,8738,208,0,0,0,0,0.0016,,
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,SMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.0107,0.0013,0.0013
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,ADASYN,Baseline,--,success,fit_resample,8738,208,8740,8738,8530,8530,0,8532,0.0166,0.0019,0.0019
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,BorderlineSMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.0167,0.002,0.002
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",8738,208,8741,8738,8530,8530,0,8533,0.766,0.0898,0.0898
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,SVMSMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.1505,0.0176,0.0176
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,8738,208,5994,787,579,579,2744,-2165,0.1775,0.3066,0.3066
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,8738,208,5994,883,675,675,2744,-2069,0.2884,0.4272,0.4272
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,8738,208,8738,228,20,20,0,20,0.0247,1.2345,1.2345
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,8738,208,8738,799,591,591,0,591,0.2977,0.5037,0.5037
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,8738,208,5994,209,1,1,2744,-2743,1.2894,1289.3949,1289.3949
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,8738,208,5994,224,16,16,2744,-2728,0.9476,59.2257,59.2257
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,1,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,8738,208,5994,5993,5785,5785,2744,3041,0.1772,0.0306,0.0306
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,None,None,--,not_applied,baseline_no_resampling,8738,208,8738,208,0,0,0,0,0.001,,
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,SMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.0054,0.0006,0.0006
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,ADASYN,Baseline,--,success,fit_resample,8738,208,8776,8738,8530,8530,0,8568,0.0165,0.0019,0.0019
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,BorderlineSMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.0269,0.0032,0.0032
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",8738,208,8742,8738,8530,8530,0,8534,0.0499,0.0058,0.0058
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,SVMSMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.1573,0.0184,0.0184
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,8738,208,6006,789,581,581,2732,-2151,0.1399,0.2409,0.2409
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,8738,208,6006,920,712,712,2732,-2020,1.2483,1.7532,1.7532
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,8738,208,8738,217,9,9,0,9,0.0405,4.4945,4.4945
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,8738,208,8738,739,531,531,0,531,0.3145,0.5922,0.5922
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,8738,208,6006,229,21,21,2732,-2711,0.1363,6.4913,6.4913
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,8738,208,6006,223,15,15,2732,-2717,0.1846,12.3055,12.3055
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,2,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,8738,208,6012,6006,5798,5798,2726,3072,0.1351,0.0233,0.0233
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,None,None,--,not_applied,baseline_no_resampling,8738,208,8738,208,0,0,0,0,0.0009,,
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,SMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.0084,0.001,0.001
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,ADASYN,Baseline,--,success,fit_resample,8738,208,8758,8738,8530,8530,0,8550,0.0273,0.0032,0.0032
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,BorderlineSMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.017,0.002,0.002
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",8738,208,8740,8738,8530,8530,0,8532,0.0351,0.0041,0.0041
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,SVMSMOTE,Baseline,--,success,fit_resample,8738,208,8738,8738,8530,8530,0,8530,0.1515,0.0178,0.0178
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,8738,208,6090,797,589,589,2648,-2059,0.415,0.7046,0.7046
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,8738,208,6090,847,639,639,2648,-2009,0.3046,0.4767,0.4767
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,8738,208,8738,225,17,17,0,17,0.0229,1.3455,1.3455
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,8738,208,8738,792,584,584,0,584,0.3074,0.5264,0.5264
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,8738,208,6090,213,5,5,2648,-2643,0.1596,31.9279,31.9279
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,8738,208,6090,221,13,13,2648,-2635,0.2118,16.2892,16.2892
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,3,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,8738,208,6092,6090,5882,5882,2646,3236,0.1635,0.0278,0.0278
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,None,None,--,not_applied,baseline_no_resampling,8739,208,8739,208,0,0,0,0,0.0009,,
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,SMOTE,Baseline,--,success,fit_resample,8739,208,8739,8739,8531,8531,0,8531,0.0088,0.001,0.001
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,ADASYN,Baseline,--,success,fit_resample,8739,208,8754,8739,8531,8531,0,8546,0.0167,0.002,0.002
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,BorderlineSMOTE,Baseline,--,success,fit_resample,8739,208,8739,8739,8531,8531,0,8531,0.0165,0.0019,0.0019
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": 0.0, ""kmeans_estimator"": ""default""}",8739,208,8742,8739,8531,8531,0,8534,0.0435,0.0051,0.0051
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,SVMSMOTE,Baseline,--,success,fit_resample,8739,208,8739,8739,8531,8531,0,8531,0.2759,0.0323,0.0323
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,8739,208,5948,782,574,574,2791,-2217,0.137,0.2386,0.2386
