Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Majority_Count,Minority_Count,Fold,Oversampler,Variant,SVM,Model,Precision,Recall,AUC_PR,GMean,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Generated_ms,Time_per_Instance_ms,Model_Fit_Time_s,Prediction_Time_s,Sampler_Status,Model_Status,Seed
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.991,0.9565,0.9955,0.9775,408,408.0,0.0,408.0,0.328,0.8039,0.8039,0.8932,0.0255,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.75,0.887,0.6768,0.9258,22,22.0,573.0,-551.0,0.7772,35.3268,35.3268,0.0448,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.9304,0.9928,0.9646,22,22.0,573.0,-551.0,0.7772,35.3268,35.3268,0.5616,0.03,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9735,0.9565,0.9959,0.9766,22,22.0,573.0,-551.0,0.7772,35.3268,35.3268,0.2123,0.0183,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.7647,0.9043,0.7013,0.9358,8,8.0,573.0,-565.0,0.9703,121.2924,121.2924,0.0467,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.9906,0.913,0.9955,0.9551,8,8.0,573.0,-565.0,0.9703,121.2924,121.2924,0.576,0.0298,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9739,0.9739,0.9977,0.9854,8,8.0,573.0,-565.0,0.9703,121.2924,121.2924,0.2066,0.0201,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7431,0.9304,0.6985,0.9467,3009,3009.0,567.0,2442.0,0.969,0.322,0.322,0.3291,0.0011,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o SVM,w/o SVM,--,RF,0.982,0.9478,0.9962,0.9726,3009,3009.0,567.0,2442.0,0.969,0.322,0.322,2.677,0.0331,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9655,0.9739,0.9955,0.9849,3009,3009.0,567.0,2442.0,0.969,0.322,0.322,0.7154,0.0226,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.6875,0.8609,0.6061,0.9069,39,39.0,579.0,-540.0,0.687,17.6164,17.6164,0.0545,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.9804,0.8696,0.9878,0.9316,39,39.0,579.0,-540.0,0.687,17.6164,17.6164,0.5691,0.0296,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9565,0.9565,0.9934,0.9756,39,39.0,579.0,-540.0,0.687,17.6164,17.6164,0.2317,0.0187,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.776,0.8435,0.6706,0.9056,479,479.0,579.0,-100.0,2.121,4.428,4.428,0.0869,0.0016,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.9612,0.8609,0.9871,0.926,479,479.0,579.0,-100.0,2.121,4.428,4.428,1.2385,0.0454,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.9652,0.9652,0.9894,0.9805,479,479.0,579.0,-100.0,2.121,4.428,4.428,1.1615,0.0243,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8475,0.8696,0.7503,0.9241,230,230.0,0.0,230.0,0.0692,0.3008,0.3008,0.0696,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.99,0.8609,0.9906,0.9274,230,230.0,0.0,230.0,0.0692,0.3008,0.3008,0.8183,0.0313,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9817,0.9304,0.9968,0.9636,230,230.0,0.0,230.0,0.0692,0.3008,0.3008,0.4218,0.019,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.8609,0.8609,0.7553,0.9204,491,491.0,0.0,491.0,0.1613,0.3285,0.3285,0.0642,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.8696,0.995,0.9325,491,491.0,0.0,491.0,0.1613,0.3285,0.3285,0.8955,0.0328,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.9907,0.9217,0.9951,0.9596,491,491.0,0.0,491.0,0.1613,0.3285,0.3285,0.8273,0.0191,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.7424,0.8522,0.6478,0.9074,57,57.0,579.0,-522.0,0.8721,15.3009,15.3009,0.0437,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.9808,0.887,0.9932,0.9408,57,57.0,579.0,-522.0,0.8721,15.3009,15.3009,0.5761,0.03,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9561,0.9478,0.9933,0.9711,57,57.0,579.0,-522.0,0.8721,15.3009,15.3009,0.247,0.0204,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.7717,0.8522,0.6727,0.9098,7,7.0,579.0,-572.0,0.9022,128.8869,128.8869,0.0456,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.9808,0.887,0.9909,0.9408,7,7.0,579.0,-572.0,0.9022,128.8869,128.8869,0.5628,0.0298,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9649,0.9565,0.9936,0.9761,7,7.0,579.0,-572.0,0.9022,128.8869,128.8869,0.2041,0.0194,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7891,0.8783,0.7055,0.9245,2997,2997.0,579.0,2418.0,1.0266,0.3426,0.3426,0.4029,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o SVM,w/o SVM,--,RF,0.981,0.8957,0.9913,0.9455,2997,2997.0,579.0,2418.0,1.0266,0.3426,0.3426,3.1531,0.0453,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,5,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9735,0.9565,0.9951,0.9766,2997,2997.0,579.0,2418.0,1.0266,0.3426,0.3426,1.0856,0.0222,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.814,0.875,0.7247,0.925,121,121.0,73.0,48.0,0.1166,0.964,0.964,0.1344,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.825,0.9817,0.9083,121,121.0,73.0,48.0,0.1166,0.964,0.964,1.0711,0.0183,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,1.0,0.9,0.9851,0.9487,121,121.0,73.0,48.0,0.1166,0.964,0.964,0.6624,0.0093,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.7333,0.825,0.6225,0.893,78,78.0,73.0,5.0,0.1511,1.9371,1.9371,0.2035,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.8,0.9863,0.8944,78,78.0,73.0,5.0,0.1511,1.9371,1.9371,1.0949,0.0184,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,1.0,0.925,0.9829,0.9618,78,78.0,73.0,5.0,0.1511,1.9371,1.9371,0.6617,0.0143,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8974,0.875,0.7978,0.9302,128,128.0,0.0,128.0,0.0302,0.2358,0.2358,0.2292,0.0011,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.8,0.9838,0.8944,128,128.0,0.0,128.0,0.0302,0.2358,0.2358,1.578,0.0283,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,0.9,0.9844,0.9487,128,128.0,0.0,128.0,0.0302,0.2358,0.2358,0.9953,0.0116,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.7619,0.8,0.6295,0.8819,108,108.0,0.0,108.0,0.0901,0.8346,0.8346,0.2616,0.001,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.85,0.9799,0.922,108,108.0,0.0,108.0,0.0901,0.8346,0.8346,1.6647,0.0292,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,0.925,0.9868,0.9618,108,108.0,0.0,108.0,0.0901,0.8346,0.8346,0.6193,0.0094,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.8824,0.75,0.6868,0.8612,16,16.0,73.0,-57.0,0.112,6.9998,6.9998,0.1107,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.825,0.9832,0.9083,16,16.0,73.0,-57.0,0.112,6.9998,6.9998,0.9987,0.0181,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,1.0,0.95,0.9818,0.9747,16,16.0,73.0,-57.0,0.112,6.9998,6.9998,0.6127,0.0098,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8889,0.8,0.7311,0.8894,2,2.0,73.0,-71.0,0.1261,63.0393,63.0393,0.1222,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.825,0.9861,0.9083,2,2.0,73.0,-71.0,0.1261,63.0393,63.0393,0.9986,0.0179,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,1.0,0.925,0.9791,0.9618,2,2.0,73.0,-71.0,0.1261,63.0393,63.0393,0.6221,0.0125,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7391,0.85,0.6433,0.9065,1205,1205.0,73.0,1132.0,0.1112,0.0922,0.0922,0.2585,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.825,0.988,0.9083,1205,1205.0,73.0,1132.0,0.1112,0.0922,0.0922,2.3989,0.0187,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,1.0,0.95,0.9784,0.9747,1205,1205.0,73.0,1132.0,0.1112,0.0922,0.0922,0.7265,0.008,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.6923,0.9,0.6331,0.9274,121,121.0,73.0,48.0,0.1158,0.9573,0.9573,0.1484,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.825,0.9911,0.9083,121,121.0,73.0,48.0,0.1158,0.9573,0.9573,1.0852,0.0182,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,1.0,0.9,0.993,0.9487,121,121.0,73.0,48.0,0.1158,0.9573,0.9573,0.637,0.0091,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.6531,0.8,0.5424,0.8731,119,119.0,73.0,46.0,0.1464,1.2306,1.2306,0.1297,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.8,0.995,0.8944,119,119.0,73.0,46.0,0.1464,1.2306,1.2306,1.1622,0.0183,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.9744,0.95,0.9949,0.9733,119,119.0,73.0,46.0,0.1464,1.2306,1.2306,0.6483,0.0101,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.7333,0.825,0.6225,0.893,128,128.0,0.0,128.0,0.017,0.1325,0.1325,0.1406,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.825,0.9889,0.9083,128,128.0,0.0,128.0,0.017,0.1325,0.1325,1.1548,0.0183,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.973,0.9,0.99,0.9474,128,128.0,0.0,128.0,0.017,0.1325,0.1325,0.6514,0.0093,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.7857,0.825,0.6657,0.8969,134,134.0,0.0,134.0,0.0515,0.3842,0.3842,0.1381,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.8,0.9988,0.8944,134,134.0,0.0,134.0,0.0515,0.3842,0.3842,1.1777,0.0187,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.9737,0.925,0.991,0.9604,134,134.0,0.0,134.0,0.0515,0.3842,0.3842,0.6341,0.0091,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.7619,0.8,0.6295,0.8819,16,16.0,73.0,-57.0,0.1019,6.3685,6.3685,0.1373,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.775,0.995,0.8803,16,16.0,73.0,-57.0,0.1019,6.3685,6.3685,1.1494,0.033,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,1.0,0.95,0.996,0.9747,16,16.0,73.0,-57.0,0.1019,6.3685,6.3685,0.9431,0.012,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8049,0.825,0.6815,0.8981,2,2.0,73.0,-71.0,0.5932,296.5893,296.5893,0.1961,0.0009,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.85,0.9936,0.922,2,2.0,73.0,-71.0,0.5932,296.5893,296.5893,1.4295,0.0281,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,1.0,0.9,0.9976,0.9487,2,2.0,73.0,-71.0,0.5932,296.5893,296.5893,0.9327,0.0117,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o SVM,w/o SVM,--,DT,0.75,0.825,0.6362,0.8943,1205,1205.0,73.0,1132.0,0.1395,0.1158,0.1158,0.2443,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.85,0.9884,0.922,1205,1205.0,73.0,1132.0,0.1395,0.1158,0.1158,2.3078,0.0191,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9211,0.875,0.9817,0.9315,1205,1205.0,73.0,1132.0,0.1395,0.1158,0.1158,0.7258,0.0085,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.9355,0.725,0.7057,0.8491,3,3.0,80.0,-77.0,0.1075,35.8354,35.8354,0.1556,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.675,0.9907,0.8216,3,3.0,80.0,-77.0,0.1075,35.8354,35.8354,1.2088,0.0295,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,1.0,0.825,0.9848,0.9083,3,3.0,80.0,-77.0,0.1075,35.8354,35.8354,0.903,0.0118,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.8182,0.9,0.7464,0.9381,164,164.0,80.0,84.0,0.5249,3.2005,3.2005,0.1644,0.0012,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.775,0.9988,0.8803,164,164.0,80.0,84.0,0.5249,3.2005,3.2005,1.5859,0.0335,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,1.0,0.85,0.9946,0.922,164,164.0,80.0,84.0,0.5249,3.2005,3.2005,0.8682,0.0089,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8108,0.75,0.6331,0.8576,2,2.0,0.0,2.0,0.0157,7.8284,7.8284,0.1608,0.001,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.65,0.9876,0.8062,2,2.0,0.0,2.0,0.0157,7.8284,7.8284,1.0491,0.0193,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,0.775,0.9899,0.8803,2,2.0,0.0,2.0,0.0157,7.8284,7.8284,0.5893,0.0093,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.8056,0.725,0.6115,0.8432,188,188.0,0.0,188.0,0.0541,0.2879,0.2879,0.1347,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.725,0.9988,0.8515,188,188.0,0.0,188.0,0.0541,0.2879,0.2879,1.2094,0.0318,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,0.9,0.9935,0.9487,188,188.0,0.0,188.0,0.0541,0.2879,0.2879,0.6147,0.0086,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.8421,0.8,0.6937,0.8869,5,5.0,80.0,-75.0,0.1006,20.1115,20.1115,0.1066,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.7,0.9946,0.8367,5,5.0,80.0,-75.0,0.1006,20.1115,20.1115,1.0019,0.018,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,1.0,0.85,0.985,0.922,5,5.0,80.0,-75.0,0.1006,20.1115,20.1115,0.6039,0.0101,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8421,0.8,0.6937,0.8869,2,2.0,80.0,-78.0,0.1216,60.7921,60.7921,0.106,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.675,0.9938,0.8216,2,2.0,80.0,-78.0,0.1216,60.7921,60.7921,1.0264,0.0195,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9722,0.875,0.9848,0.9341,2,2.0,80.0,-78.0,0.1216,60.7921,60.7921,0.6469,0.0095,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7442,0.8,0.6153,0.8807,1198,1198.0,80.0,1118.0,0.1026,0.0856,0.0856,0.2527,0.0007,success,success,42
