Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Majority_Count,Minority_Count,Fold,Oversampler,Variant,SVM,Model,Precision,Recall,AUC_PR,GMean,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Generated_ms,Time_per_Instance_ms,Model_Fit_Time_s,Prediction_Time_s,Sampler_Status,Model_Status,Seed
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,4,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.4615,0.8,0.8361,0.8882,3110,3110.0,842.0,2268.0,1.0016,0.3221,0.3221,0.8529,0.017,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.3415,0.9333,0.3197,0.953,14,14.0,847.0,-833.0,0.7678,54.8455,54.8455,0.0515,0.0012,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.4483,0.8667,0.852,0.9235,14,14.0,847.0,-833.0,0.7678,54.8455,54.8455,0.5991,0.0233,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.52,0.8667,0.83,0.9254,14,14.0,847.0,-833.0,0.7678,54.8455,54.8455,0.1695,0.0165,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.2895,0.7333,0.2162,0.8448,525,525.0,847.0,-322.0,0.8206,1.5631,1.5631,0.0774,0.0014,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.6087,0.9333,0.8169,0.9618,525,525.0,847.0,-322.0,0.8206,1.5631,1.5631,1.1301,0.036,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.4483,0.8667,0.8106,0.9235,525,525.0,847.0,-322.0,0.8206,1.5631,1.5631,0.5896,0.0196,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.5455,0.8,0.4393,0.89,9,9.0,0.0,9.0,0.0837,9.3033,9.3033,0.0853,0.0014,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.7333,0.8842,0.8563,9,9.0,0.0,9.0,0.0837,9.3033,9.3033,1.1139,0.0396,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,0.7333,0.8589,0.8563,9,9.0,0.0,9.0,0.0837,9.3033,9.3033,0.3059,0.0201,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.5238,0.7333,0.388,0.8521,260,260.0,0.0,260.0,0.1899,0.7304,0.7304,0.0885,0.0015,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.8,0.8751,0.8944,260,260.0,0.0,260.0,0.1899,0.7304,0.7304,1.234,0.0228,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,0.8667,0.9012,0.9309,260,260.0,0.0,260.0,0.1899,0.7304,0.7304,0.3544,0.0151,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.3415,0.9333,0.3197,0.953,2,2.0,847.0,-845.0,1.0587,529.3649,529.3649,0.0437,0.0009,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.4815,0.8667,0.8416,0.9244,2,2.0,847.0,-845.0,1.0587,529.3649,529.3649,0.5954,0.0218,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.48,0.8,0.8291,0.8886,2,2.0,847.0,-845.0,1.0587,529.3649,529.3649,0.1475,0.0168,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.3684,0.9333,0.3448,0.9545,6,6.0,847.0,-841.0,0.9085,151.4132,151.4132,0.0509,0.0012,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.4333,0.8667,0.8418,0.923,6,6.0,847.0,-841.0,0.9085,151.4132,151.4132,0.611,0.0216,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.48,0.8,0.8249,0.8886,6,6.0,847.0,-841.0,0.9085,151.4132,151.4132,0.1519,0.0169,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o SVM,w/o SVM,--,DT,0.325,0.8667,0.2836,0.9184,3113,3113.0,835.0,2278.0,0.7577,0.2434,0.2434,0.2155,0.001,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o SVM,w/o SVM,--,RF,0.5217,0.8,0.791,0.8895,3113,3113.0,835.0,2278.0,0.7577,0.2434,0.2434,2.2631,0.0242,success,success,42
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,5025.0,75.0,5,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.5217,0.8,0.7923,0.8895,3113,3113.0,835.0,2278.0,0.7577,0.2434,0.2434,0.5302,0.0138,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.7969,0.8947,0.7237,0.9337,22,22.0,585.0,-563.0,0.7653,34.7878,34.7878,0.0463,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.981,0.9035,0.9864,0.9496,22,22.0,585.0,-563.0,0.7653,34.7878,34.7878,0.5385,0.0296,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9558,0.9474,0.9826,0.9709,22,22.0,585.0,-563.0,0.7653,34.7878,34.7878,0.228,0.0188,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.7983,0.8333,0.6822,0.902,327,327.0,585.0,-258.0,0.8061,2.4652,2.4652,0.0629,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.9712,0.886,0.9823,0.9399,327,327.0,585.0,-258.0,0.8061,2.4652,2.4652,0.7974,0.0322,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.9554,0.9386,0.9878,0.9664,327,327.0,585.0,-258.0,0.8061,2.4652,2.4652,0.7507,0.0254,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8807,0.8421,0.7577,0.9117,130,130.0,0.0,130.0,0.142,1.092,1.092,0.0991,0.0012,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.886,0.9895,0.9413,130,130.0,0.0,130.0,0.142,1.092,1.092,1.114,0.0465,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9907,0.9298,0.9919,0.9638,130,130.0,0.0,130.0,0.142,1.092,1.092,0.5047,0.0278,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.8942,0.8158,0.7482,0.8983,357,357.0,0.0,357.0,0.3754,1.0514,1.0514,0.1021,0.0013,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.8684,0.9865,0.9319,357,357.0,0.0,357.0,0.3754,1.0514,1.0514,1.2507,0.0466,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.9907,0.9386,0.9925,0.9683,357,357.0,0.0,357.0,0.3754,1.0514,1.0514,0.9793,0.0188,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.7969,0.8947,0.7237,0.9337,28,28.0,585.0,-557.0,1.004,35.8576,35.8576,0.0575,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.9808,0.8947,0.9848,0.945,28,28.0,585.0,-557.0,1.004,35.8576,35.8576,0.5647,0.0293,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9558,0.9474,0.9863,0.9709,28,28.0,585.0,-557.0,1.004,35.8576,35.8576,0.2166,0.0187,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8065,0.8772,0.7199,0.9254,9,9.0,585.0,-576.0,0.6325,70.279,70.279,0.0488,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.981,0.9035,0.9821,0.9496,9,9.0,585.0,-576.0,0.6325,70.279,70.279,0.5487,0.0297,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9554,0.9386,0.9834,0.9664,9,9.0,585.0,-576.0,0.6325,70.279,70.279,0.2172,0.0204,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7372,0.886,0.6647,0.9243,2995,2995.0,585.0,2410.0,0.997,0.3329,0.3329,0.3899,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o SVM,w/o SVM,--,RF,0.98,0.8596,0.9899,0.9263,2995,2995.0,585.0,2410.0,0.997,0.3329,0.3329,2.6671,0.0322,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,1,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9735,0.9649,0.9881,0.9808,2995,2995.0,585.0,2410.0,0.997,0.3329,0.3329,0.6938,0.0181,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.7984,0.8684,0.7067,0.9203,47,47.0,583.0,-536.0,0.8123,17.2836,17.2836,0.0411,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.99,0.8684,0.9913,0.9314,47,47.0,583.0,-536.0,0.8123,17.2836,17.2836,0.576,0.03,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9469,0.9386,0.9913,0.9659,47,47.0,583.0,-536.0,0.8123,17.2836,17.2836,0.2322,0.0178,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.8182,0.8684,0.7239,0.9217,318,318.0,583.0,-265.0,1.1133,3.5008,3.5008,0.0517,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.9804,0.8772,0.9884,0.9357,318,318.0,583.0,-265.0,1.1133,3.5008,3.5008,0.9854,0.0453,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.9818,0.9474,0.9944,0.9724,318,318.0,583.0,-265.0,1.1133,3.5008,3.5008,0.9841,0.0235,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.9245,0.8596,0.809,0.9235,131,131.0,0.0,131.0,0.1273,0.9719,0.9719,0.0948,0.0027,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.9802,0.8684,0.993,0.931,131,131.0,0.0,131.0,0.1273,0.9719,0.9719,1.1225,0.0461,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9907,0.9298,0.997,0.9638,131,131.0,0.0,131.0,0.1273,0.9719,0.9719,0.4866,0.0235,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.8684,0.8684,0.7675,0.9249,378,378.0,0.0,378.0,0.3348,0.8856,0.8856,0.0871,0.0014,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.8772,0.994,0.9366,378,378.0,0.0,378.0,0.3348,0.8856,0.8856,1.0587,0.0324,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.9813,0.9211,0.995,0.9588,378,378.0,0.0,378.0,0.3348,0.8856,0.8856,0.7857,0.0183,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.7812,0.8772,0.6978,0.9235,35,35.0,583.0,-548.0,0.714,20.3991,20.3991,0.0551,0.0012,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.9806,0.886,0.9906,0.9403,35,35.0,583.0,-548.0,0.714,20.3991,20.3991,0.5671,0.0307,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9727,0.9386,0.9909,0.9674,35,35.0,583.0,-548.0,0.714,20.3991,20.3991,0.2363,0.0211,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.813,0.8772,0.7256,0.9259,5,5.0,583.0,-578.0,0.8588,171.7559,171.7559,0.0394,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.9712,0.886,0.9897,0.9399,5,5.0,583.0,-578.0,0.8588,171.7559,171.7559,0.5552,0.0292,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.963,0.9123,0.991,0.9532,5,5.0,583.0,-578.0,0.8588,171.7559,171.7559,0.203,0.0185,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o SVM,w/o SVM,--,DT,0.7953,0.886,0.7162,0.9291,2997,2997.0,578.0,2419.0,0.6753,0.2253,0.2253,0.366,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o SVM,w/o SVM,--,RF,0.9905,0.9123,0.991,0.9547,2997,2997.0,578.0,2419.0,0.6753,0.2253,0.2253,2.6989,0.031,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,2,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9469,0.9386,0.9931,0.9659,2997,2997.0,578.0,2419.0,0.6753,0.2253,0.2253,0.7036,0.0173,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.8413,0.9298,0.7894,0.9547,7,7.0,567.0,-560.0,0.9004,128.6232,128.6232,0.0481,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.9908,0.9474,0.9926,0.9728,7,7.0,567.0,-560.0,0.9004,128.6232,128.6232,0.5151,0.0293,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9655,0.9825,0.9935,0.9892,7,7.0,567.0,-560.0,0.9004,128.6232,128.6232,0.2053,0.0191,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.8045,0.9386,0.7613,0.9563,347,347.0,567.0,-220.0,1.042,3.0028,3.0028,0.0659,0.0014,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.9909,0.9561,0.9914,0.9773,347,347.0,567.0,-220.0,1.042,3.0028,3.0028,0.9331,0.0451,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.9825,0.9825,0.9946,0.9902,347,347.0,567.0,-220.0,1.042,3.0028,3.0028,1.0532,0.0242,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8268,0.9211,0.7695,0.9492,159,159.0,0.0,159.0,0.1752,1.1017,1.1017,0.0954,0.0014,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.9298,0.9929,0.9643,159,159.0,0.0,159.0,0.1752,1.1017,1.1017,1.1675,0.0494,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,0.9649,0.9939,0.9823,159,159.0,0.0,159.0,0.1752,1.1017,1.1017,0.5123,0.0254,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.8361,0.8947,0.7587,0.9365,417,417.0,0.0,417.0,0.3566,0.8551,0.8551,0.1229,0.0014,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.9386,0.9943,0.9688,417,417.0,0.0,417.0,0.3566,0.8551,0.8551,1.0087,0.0326,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,0.9825,0.9936,0.9912,417,417.0,0.0,417.0,0.3566,0.8551,0.8551,0.7854,0.0213,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.8739,0.9123,0.8062,0.948,34,34.0,567.0,-533.0,0.8572,25.2131,25.2131,0.0442,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.9909,0.9561,0.991,0.9773,34,34.0,567.0,-533.0,0.8572,25.2131,25.2131,0.5973,0.0295,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9739,0.9825,0.9946,0.9897,34,34.0,567.0,-533.0,0.8572,25.2131,25.2131,0.2234,0.019,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8154,0.9298,0.7653,0.9527,13,13.0,567.0,-554.0,0.9457,72.7487,72.7487,0.0434,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.9474,0.9934,0.9733,13,13.0,567.0,-554.0,0.9457,72.7487,72.7487,0.575,0.0305,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9737,0.9737,0.9945,0.9853,13,13.0,567.0,-554.0,0.9457,72.7487,72.7487,0.2106,0.0194,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o SVM,w/o SVM,--,DT,0.768,0.8421,0.6628,0.9044,3005,3005.0,567.0,2438.0,0.6413,0.2134,0.2134,0.3641,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o SVM,w/o SVM,--,RF,0.9908,0.9474,0.9902,0.9728,3005,3005.0,567.0,2438.0,0.6413,0.2134,0.2134,2.6604,0.0317,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,3,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9911,0.9737,0.994,0.9863,3005,3005.0,567.0,2438.0,0.6413,0.2134,0.2134,0.6882,0.0178,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.8077,0.913,0.7464,0.9436,7,7.0,573.0,-566.0,0.93,132.8621,132.8621,0.0477,0.001,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.9304,0.9949,0.9646,7,7.0,573.0,-566.0,0.93,132.8621,132.8621,0.5176,0.0337,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9735,0.9565,0.9945,0.9766,7,7.0,573.0,-566.0,0.93,132.8621,132.8621,0.2049,0.0186,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.7786,0.887,0.7022,0.9282,317,317.0,573.0,-256.0,1.1175,3.5251,3.5251,0.0595,0.0009,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.9217,0.9938,0.9601,317,317.0,573.0,-256.0,1.1175,3.5251,3.5251,1.0586,0.0571,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.991,0.9565,0.9945,0.9775,317,317.0,573.0,-256.0,1.1175,3.5251,3.5251,0.9944,0.0244,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.843,0.887,0.7592,0.9329,117,117.0,0.0,117.0,0.1011,0.8642,0.8642,0.0849,0.0013,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.9904,0.8957,0.9976,0.9459,117,117.0,0.0,117.0,0.1011,0.8642,0.8642,1.1179,0.0471,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,0.9565,0.9959,0.978,117,117.0,0.0,117.0,0.1011,0.8642,0.8642,0.4767,0.026,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.8276,0.8348,0.7078,0.9046,408,408.0,0.0,408.0,0.328,0.8039,0.8039,0.1004,0.0013,success,success,42
Optdigits,optdigits,980,5620,64,8.8252,Medium,Features > 30,3,5048.0,572.0,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.9043,0.998,0.951,408,408.0,0.0,408.0,0.328,0.8039,0.8039,1.0157,0.0344,success,success,42
